product_id,competitor_name,raw_price,discount,net_price,stock_status,voucher_details,promo_mechanics,url,scraped_at
1,Shopee,118000.0,0.0,118000.0,IN_STOCK,Freeship Extra,,https://www.shopee.vn/search?q=8933321819605,2026-06-30 05:32:04
1,Lazada,128000.0,6000.0,122000.0,IN_STOCK,,Combo mua 2 giảm 5%,https://www.lazada.vn/search?q=8933321819605,2026-06-30 05:32:04
1,TikTok Shop,126000.0,0.0,126000.0,IN_STOCK,,Flash Sale hàng hiệu,https://www.tiktokshop.vn/search?q=8933321819605,2026-06-30 05:32:04
1,GrabMart,138000.0,0.0,138000.0,IN_STOCK,,,https://www.grabmart.vn/search?q=8933321819605,2026-06-30 05:32:04
1,Pharmacity,134000.0,0.0,134000.0,IN_STOCK,,,https://www.pharmacity.vn/search?q=8933321819605,2026-06-30 05:32:04
1,Shopee,121000.0,12000.0,109000.0,IN_STOCK,Freeship Extra,Flash Sale,https://www.shopee.vn/search?q=8933321819605,2026-07-01 05:32:04
1,Lazada,,0.0,,OUT_OF_STOCK,,,https://www.lazada.vn/search?q=8933321819605,2026-07-01 05:32:04
1,TikTok Shop,115000.0,17000.0,78000.0,IN_STOCK,Voucher Livestream 20k,,https://www.tiktokshop.vn/search?q=8933321819605,2026-07-01 05:32:04
1,GrabMart,136000.0,0.0,136000.0,IN_STOCK,,,https://www.grabmart.vn/search?q=8933321819605,2026-07-01 05:32:04
1,Pharmacity,133000.0,0.0,133000.0,IN_STOCK,,,https://www.pharmacity.vn/search?q=8933321819605,2026-07-01 05:32:04
1,Shopee,132000.0,20000.0,102000.0,IN_STOCK,Mã giảm 10k,Flash Sale,https://www.shopee.vn/search?q=8933321819605,2026-07-02 05:32:04
1,Lazada,123000.0,6000.0,117000.0,IN_STOCK,Voucher tích lũy,,https://www.lazada.vn/search?q=8933321819605,2026-07-02 05:32:04
1,TikTok Shop,124000.0,19000.0,105000.0,IN_STOCK,,,https://www.tiktokshop.vn/search?q=8933321819605,2026-07-02 05:32:04
1,GrabMart,140000.0,0.0,140000.0,IN_STOCK,,,https://www.grabmart.vn/search?q=8933321819605,2026-07-02 05:32:04
1,Pharmacity,133000.0,0.0,133000.0,IN_STOCK,,,https://www.pharmacity.vn/search?q=8933321819605,2026-07-02 05:32:04
1,Shopee,131000.0,0.0,131000.0,IN_STOCK,,,https://www.shopee.vn/search?q=8933321819605,2026-07-03 05:32:04
1,Lazada,124000.0,0.0,124000.0,IN_STOCK,,Combo mua 2 giảm 5%,https://www.lazada.vn/search?q=8933321819605,2026-07-03 05:32:04
1,TikTok Shop,120000.0,18000.0,82000.0,IN_STOCK,Voucher Livestream 20k,,https://www.tiktokshop.vn/search?q=8933321819605,2026-07-03 05:32:04
1,GrabMart,140000.0,0.0,140000.0,IN_STOCK,,,https://www.grabmart.vn/search?q=8933321819605,2026-07-03 05:32:04
1,Pharmacity,133000.0,7000.0,126000.0,IN_STOCK,,,https://www.pharmacity.vn/search?q=8933321819605,2026-07-03 05:32:04
1,Shopee,,0.0,,OUT_OF_STOCK,,,https://www.shopee.vn/search?q=8933321819605,2026-07-04 05:32:04
1,Lazada,118000.0,0.0,118000.0,IN_STOCK,,,https://www.lazada.vn/search?q=8933321819605,2026-07-04 05:32:04
1,TikTok Shop,118000.0,0.0,98000.0,IN_STOCK,Voucher Livestream 20k,Flash Sale hàng hiệu,https://www.tiktokshop.vn/search?q=8933321819605,2026-07-04 05:32:04
1,GrabMart,145000.0,0.0,145000.0,IN_STOCK,,,https://www.grabmart.vn/search?q=8933321819605,2026-07-04 05:32:04
1,Pharmacity,136000.0,0.0,136000.0,IN_STOCK,,,https://www.pharmacity.vn/search?q=8933321819605,2026-07-04 05:32:04
1,Shopee,115000.0,12000.0,103000.0,IN_STOCK,Freeship Extra,Flash Sale,https://www.shopee.vn/search?q=8933321819605,2026-07-05 05:32:04
1,Lazada,124000.0,6000.0,118000.0,IN_STOCK,,Combo mua 2 giảm 5%,https://www.lazada.vn/search?q=8933321819605,2026-07-05 05:32:04
1,TikTok Shop,125000.0,19000.0,106000.0,IN_STOCK,,Flash Sale hàng hiệu,https://www.tiktokshop.vn/search?q=8933321819605,2026-07-05 05:32:04
1,GrabMart,146000.0,0.0,146000.0,IN_STOCK,,,https://www.grabmart.vn/search?q=8933321819605,2026-07-05 05:32:04
1,Pharmacity,134000.0,0.0,134000.0,IN_STOCK,,,https://www.pharmacity.vn/search?q=8933321819605,2026-07-05 05:32:04
1,Shopee,130000.0,0.0,130000.0,IN_STOCK,Freeship Extra,Flash Sale,https://www.shopee.vn/search?q=8933321819605,2026-07-06 05:32:04
1,Lazada,,0.0,,OUT_OF_STOCK,,,https://www.lazada.vn/search?q=8933321819605,2026-07-06 05:32:04
1,TikTok Shop,128000.0,0.0,128000.0,IN_STOCK,,Flash Sale hàng hiệu,https://www.tiktokshop.vn/search?q=8933321819605,2026-07-06 05:32:04
1,GrabMart,156000.0,0.0,156000.0,IN_STOCK,,,https://www.grabmart.vn/search?q=8933321819605,2026-07-06 05:32:04
1,Pharmacity,132000.0,7000.0,125000.0,IN_STOCK,,,https://www.pharmacity.vn/search?q=8933321819605,2026-07-06 05:32:04
2,Shopee,181000.0,0.0,171000.0,IN_STOCK,Mã giảm 10k,,https://www.shopee.vn/search?q=8936383465780,2026-06-30 05:32:04
2,Lazada,185000.0,0.0,185000.0,IN_STOCK,,,https://www.lazada.vn/search?q=8936383465780,2026-06-30 05:32:04
2,TikTok Shop,,0.0,,OUT_OF_STOCK,,,https://www.tiktokshop.vn/search?q=8936383465780,2026-06-30 05:32:04
2,GrabMart,214000.0,0.0,214000.0,IN_STOCK,,,https://www.grabmart.vn/search?q=8936383465780,2026-06-30 05:32:04
2,Pharmacity,203000.0,0.0,203000.0,IN_STOCK,,,https://www.pharmacity.vn/search?q=8936383465780,2026-06-30 05:32:04
2,Shopee,202000.0,30000.0,172000.0,IN_STOCK,,Flash Sale,https://www.shopee.vn/search?q=8936383465780,2026-07-01 05:32:04
2,Lazada,184000.0,0.0,184000.0,IN_STOCK,Voucher tích lũy,Combo mua 2 giảm 5%,https://www.lazada.vn/search?q=8936383465780,2026-07-01 05:32:04
2,TikTok Shop,,0.0,,OUT_OF_STOCK,,,https://www.tiktokshop.vn/search?q=8936383465780,2026-07-01 05:32:04
2,GrabMart,230000.0,0.0,230000.0,IN_STOCK,,,https://www.grabmart.vn/search?q=8936383465780,2026-07-01 05:32:04
2,Pharmacity,201000.0,0.0,201000.0,IN_STOCK,,,https://www.pharmacity.vn/search?q=8936383465780,2026-07-01 05:32:04
2,Shopee,188000.0,28000.0,160000.0,IN_STOCK,,Flash Sale,https://www.shopee.vn/search?q=8936383465780,2026-07-02 05:32:04
2,Lazada,,0.0,,OUT_OF_STOCK,,,https://www.lazada.vn/search?q=8936383465780,2026-07-02 05:32:04
2,TikTok Shop,200000.0,0.0,200000.0,IN_STOCK,,,https://www.tiktokshop.vn/search?q=8936383465780,2026-07-02 05:32:04
2,GrabMart,222000.0,0.0,222000.0,IN_STOCK,,,https://www.grabmart.vn/search?q=8936383465780,2026-07-02 05:32:04
2,Pharmacity,206000.0,0.0,206000.0,IN_STOCK,,,https://www.pharmacity.vn/search?q=8936383465780,2026-07-02 05:32:04
2,Shopee,173000.0,26000.0,137000.0,IN_STOCK,Mã giảm 10k,Flash Sale,https://www.shopee.vn/search?q=8936383465780,2026-07-03 05:32:04
2,Lazada,196000.0,20000.0,176000.0,IN_STOCK,Voucher tích lũy,,https://www.lazada.vn/search?q=8936383465780,2026-07-03 05:32:04
